PREFERRED_NAME,LONG_NAME,PREFERRED_DEFINITION,CONTEXT,WORKFLOW STATUS,ORIGIN,TYPE,PROTOCOL,PHASE,LEAD_ORG
PX010101,Current Age,"The interviewer asks the respondent for his/her date of birth in MM/DD/YYYY format. If the respondent does not know his/her date of birth the interviewer asks an alternative question to determine his/her age. NOTE:  The current age of the respondent can be calculated, given the date of the interview.",PhenX                                                                                                                                                                                                                                                                                                                                                                   ,RELEASED,,,PX010101,,
